booking_id,passenger_id,flight_id,booking_date,status,seat_number,payment_count,valid_payment_amount,missing_payment_amounts,payment_status_issue,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,route,departure_date,arrival_date,departure_hour,arrival_hour,is_overnight,flight_match_status,passport_hash,emergency_contact_name_masked,emergency_contact_phone_masked
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,20B,2.0,17509.78,0.0,No Issue,Vistara,HYD,BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,02:13:00,133.0,HYD → BOM,2026-04-19,2026-04-19,4.0,6.0,False,Matched,8ef9c1aa92d749163c58f4e8f8d51eabb6cab1e1e14e8eb4e68296864dde25a6,E***u,**********9059
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,7E,1.0,3640.69,0.0,Cancelled With Payment,Air India,DEL,CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,00:50:00,50.0,DEL → CCU,2026-04-19,2026-04-19,5.0,6.0,False,Matched,456d01ba12323d400f1cbc0b52c4fe96dcbbdc3a9d3439f7b1fd04eb050cee07,O***a,**********6491
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,26A,1.0,12031.17,0.0,No Issue,SpiceJet,BOM,HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,00:59:00,59.0,BOM → HYD,2026-04-19,2026-04-19,5.0,6.0,False,Matched,195c819f87475defcd989d63467ab5c68ed4d839fb40ca43fc0b1a860ced492c,C***e,**********9845
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,14F,0.0,0.0,0.0,No Issue,SpiceJet,CCU,DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,01:38:00,98.0,CCU → DEL,2026-04-19,2026-04-19,5.0,6.0,False,Matched,0f5c9f6389227c6e1f525ec17d8d6d228ee2b753412da946e7d7ccdcce4aef09,O***a,**********0037
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,4F,1.0,3207.85,0.0,Cancelled With Payment,SpiceJet,DEL,HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,02:39:00,159.0,DEL → HYD,2026-04-19,2026-04-19,3.0,6.0,False,Matched,938856af766d905b5b3c4cf1fabb3324d3e06188fca7a3181ba01040e67fa4cb,I***t,**********0271
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,16A,2.0,12003.060000000001,0.0,Cancelled With Payment,Air India,BLR,HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,02:49:00,169.0,BLR → HYD,2026-04-19,2026-04-19,3.0,6.0,False,Matched,d9e4dc1aff8cf9471df3a6bf78539250ff1a5c3fa1a4de7649c85bc521410e6b,V***n,**********6093
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,8A,2.0,17736.33,0.0,No Issue,Air India,BLR,DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,02:05:00,125.0,BLR → DEL,2026-04-19,2026-04-19,4.0,6.0,False,Matched,f0cdd2e9aa86a33bbb1a93d6f96f5cad33fd04f1fef42ff5a72440d7d8769edd,J***e,**********5520
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,32B,0.0,0.0,0.0,No Issue,SpiceJet,BLR,CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,02:03:00,123.0,BLR → CCU,2026-04-19,2026-04-19,4.0,6.0,False,Matched,9cac3e84da757941e95160df08fd3251f1d8cc3d9b537dd482799e2a3aea18d5,I***h,**********0567
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,16C,0.0,0.0,0.0,No Issue,IndiGo,MAA,BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,01:42:00,102.0,MAA → BLR,2026-04-19,2026-04-19,4.0,6.0,False,Matched,2101ba54061d9495ac2fda1d9a8abfc9dbfc54b8bc239530e81e07a5a99850a1,Y***t,**********7207
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,7E,0.0,0.0,0.0,Confirmed Without Payment,UNKNOWN,BOM,BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,02:28:00,148.0,BOM → BLR,2026-04-19,2026-04-19,3.0,6.0,False,Matched,d73dc68c4e326432a3dceef93acf0f7a2244bd3b651aae2f1426ed46f7af8baa,C***a,**********2739
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,24A,0.0,0.0,0.0,Confirmed Without Payment,UNKNOWN,BOM,BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,02:28:00,148.0,BOM → BLR,2026-04-19,2026-04-19,3.0,6.0,False,Matched,67f0d93bf65ce35cb30af266d5ca6a9b0582d57b7ada032dbb7ccaa60f5bff0e,C***r,**********9899
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,10D,0.0,0.0,0.0,Confirmed Without Payment,IndiGo,MAA,HYD,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,04:04:00,244.0,MAA → HYD,2026-04-19,2026-04-19,2.0,6.0,False,Matched,0691432311c289a4b6a1088293087597ea44377f3c0886bd3b94018531e56bc4,A***t,**********8049
B1551,P1920,6F104,2025-11-14 11:37:36.952,,8E,0.0,0.0,0.0,No Issue,IndiGo,CCU,BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,00:35:00,35.0,CCU → BOM,2026-04-19,2026-04-19,5.0,6.0,False,Matched,ed9c985712a982ea0785d423e9d2bd86eaba62616b4aafbe38f256d48a941efe,V***i,**********1188
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,32D,1.0,12589.6,0.0,No Issue,Vistara,CCU,DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,02:28:00,148.0,CCU → DEL,2026-04-19,2026-04-19,3.0,6.0,False,Matched,68f96837be47df0ef0d8abe73fd00d87a671649e5c76d8178e126b1c6ac91aea,P***i,**********5811
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,33D,1.0,1883.33,0.0,No Issue,SpiceJet,BOM,CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,03:07:00,187.0,BOM → CCU,2026-04-19,2026-04-19,2.0,6.0,False,Matched,327d7923ba84dc125d313b3f313997abf15e09a193a41fc605cb8416560726cd,V***y,**********1142
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,8D,0.0,0.0,0.0,No Issue,IndiGo,CCU,MAA,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,03:59:00,239.0,CCU → MAA,2026-04-19,2026-04-19,2.0,6.0,False,Matched,90587db3ca08d8366e3847926cd68ee8a2b8cdeb072504a7c8ae1e09fc4072a1,E***h,**********9652
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,3B,1.0,13344.12,0.0,No Issue,SpiceJet,DEL,BLR,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,03:42:00,222.0,DEL → BLR,2026-04-19,2026-04-19,2.0,6.0,False,Matched,d02b268ada5cea55f3ef00d66e8c2ba7574c891a77d9807514e49adab6d58988,E***n,**********2397
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,31D,0.0,0.0,0.0,No Issue,IndiGo,BOM,DEL,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,04:50:00,290.0,BOM → DEL,2026-04-19,2026-04-19,1.0,6.0,False,Matched,a8be11d1dce2fea4e7f9365371b412f62737131578a48a716f497d93c306849f,D***e,**********2837
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,17A,2.0,17708.739999999998,0.0,No Issue,IndiGo,MAA,BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,03:03:00,183.0,MAA → BLR,2026-04-19,2026-04-19,2.0,6.0,False,Matched,eb5f6e33d1cdc45c8e41284f6380de46d106d1ab35359e26201f424b8b6c4c92,A***r,**********6950
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,27A,2.0,15597.73,0.0,No Issue,Air India,MAA,DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,02:00:00.299000,120.0,MAA → DEL,2026-04-19,2026-04-19,4.0,6.0,False,Matched,db0b8fd08bcf3be49b9874bf04a614b9f53463de614a8d491bd03307c2fd62f0,L***i,**********6792
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,5F,1.0,3622.91,0.0,No Issue,Vistara,DEL,HYD,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,04:26:00,266.0,DEL → HYD,2026-04-19,2026-04-19,1.0,5.0,False,Matched,22bca92c99154a516795fdab44cb22bf4b3a9f7dd59fbe6876e57d625033f093,C***y,**********9332
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,18C,0.0,0.0,0.0,Confirmed Without Payment,Air India,HYD,MAA,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,03:24:00,204.0,HYD → MAA,2026-04-19,2026-04-19,2.0,5.0,False,Matched,a7354c849bc2dc639885847a4b0b550b94a281f42d7a71172dd63da132d00891,Y***i,**********1527
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,18C,2.0,11507.310000000001,0.0,No Issue,Vistara,DEL,BOM,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,03:01:00,181.0,DEL → BOM,2026-04-19,2026-04-19,2.0,5.0,False,Matched,e4c409c2bf97fed9b36ae59e0a669f14ae35f55db732be8e50af2929630d13ad,H***r,**********8123
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,10B,1.0,6572.09,0.0,No Issue,IndiGo,BOM,CCU,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,03:59:00,239.0,BOM → CCU,2026-04-19,2026-04-19,1.0,5.0,False,Matched,d3cddf774a5c01476a495a8c64f828df50c28c2c064e609e3f4de23daf54c2db,T***i,**********0671
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,27B,0.0,0.0,0.0,No Issue,Vistara,BLR,BOM,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,04:02:00,242.0,BLR → BOM,2026-04-19,2026-04-19,1.0,5.0,False,Matched,47f8762b8a9e4b6eec1af51d98367dedaa157101453f29ebeea4e8e534cf6994,S***i,**********2002
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,17F,1.0,3514.52,0.0,No Issue,Air India,BOM,MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,01:55:00,115.0,BOM → MAA,2026-04-19,2026-04-19,3.0,5.0,False,Matched,19bd6375ab34461576ad6e4f0545542738c3af022e4f73d2bedf0e812dc5e43a,O***i,**********3793
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,20D,2.0,7243.49,0.0,Cancelled With Payment,UNKNOWN,BLR,BOM,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,02:19:00,139.0,BLR → BOM,2026-04-19,2026-04-19,2.0,5.0,False,Matched,05eab4037205fdbad8048c4ef6e4aa9ff935b0f66950dc4e2863b9b5a6406637,S***i,**********3185
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,29F,2.0,26394.47,0.0,No Issue,SpiceJet,CCU,DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,00:55:00,55.0,CCU → DEL,2026-04-19,2026-04-19,4.0,5.0,False,Matched,929b517da2f662f3f1b9665859b93da7688edcba4bb2b6ab9271cc5c9e4045f8,O***n,**********6762
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,9A,1.0,10982.24,0.0,No Issue,SpiceJet,HYD,DEL,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,03:04:00,184.0,HYD → DEL,2026-04-19,2026-04-19,1.0,5.0,False,Matched,ce3f5b0279ed8a4d956477239562bf89acbd0323928164d70632f60ae3d201c8,D***e,**********1070
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,21A,1.0,0.0,1.0,Missing Payment Amount,Vistara,HYD,BOM,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,04:11:00,251.0,HYD → BOM,2026-04-19,2026-04-19,0.0,5.0,False,Matched,d2d204a15dc3e2877c25f03ef870931a760f025e6876ac2781f66d8e9d226e41,D***r,**********2658
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,14E,0.0,0.0,0.0,No Issue,Air India,HYD,BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,01:17:00,77.0,HYD → BLR,2026-04-19,2026-04-19,3.0,4.0,False,Matched,aeafdcc07301c67a66fda887a166fa1ed496b3bdb12066c1d0dd0e670aaa49e5,K***a,**********3310
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,25E,2.0,15054.77,0.0,Cancelled With Payment,Vistara,BOM,HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,04:17:00,257.0,BOM → HYD,2026-04-19,2026-04-19,0.0,4.0,False,Matched,46cd253d0ddfc280cd5e312a8b3b580aca96642e0d34b36353d2eb9a81413292,U***r,**********2605
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,2C,0.0,0.0,0.0,Confirmed Without Payment,SpiceJet,BOM,CCU,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,03:29:00,209.0,BOM → CCU,2026-04-19,2026-04-19,1.0,4.0,False,Matched,2c13d59651525445fcddba7bef8a8be50e3f77648e815c63b54236f994f5273a,G***a,**********7878
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,5D,2.0,13849.86,1.0,Missing Payment Amount,Vistara,BOM,CCU,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,04:17:00,257.0,BOM → CCU,2026-04-19,2026-04-19,0.0,4.0,False,Matched,8685742643f91937706de31345b336e557bac1bbabf00b66d3281d4a065ce810,G***n,**********5075
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,19B,1.0,7629.97,0.0,No Issue,Air India,CCU,DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,04:09:00,249.0,CCU → DEL,2026-04-19,2026-04-19,0.0,4.0,False,Matched,d508364ae4a65b26ecc74b7260994ccbc50a7a933a78c3c767527168f4f568ee,G***n,**********3229
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,18A,1.0,13905.05,0.0,Cancelled With Payment,Air India,CCU,DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,04:09:00,249.0,CCU → DEL,2026-04-19,2026-04-19,0.0,4.0,False,Matched,354fc8f9c9f50c0459aa3c75d27bb7445e888d4bb1726ffbbcddb977f8f2b2a4,K***n,**********9310
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,2B,1.0,12516.91,0.0,Cancelled With Payment,Air India,CCU,DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,00:38:00,38.0,CCU → DEL,2026-04-19,2026-04-19,3.0,4.0,False,Matched,589aa892161cb27c820ff093570e9e3e67b879eb1a0a78e5f618fceb3a03537d,F***s,**********6952
B1576,P1650,SJ032,2025-10-20 11:37:36.952,,6F,1.0,0.0,1.0,Missing Payment Amount,SpiceJet,MAA,BOM,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,02:22:00,142.0,MAA → BOM,2026-04-19,2026-04-19,2.0,4.0,False,Matched,b63b8cf743f305554c62b27a7fd12e1f2823347d4fa6b0ec57a9f547130417ba,N***a,**********0459
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,23A,0.0,0.0,0.0,Confirmed Without Payment,IndiGo,DEL,BOM,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,03:57:00,237.0,DEL → BOM,2026-04-19,2026-04-19,0.0,4.0,False,Matched,68073d18015288515b531cd94747508bcb82979a66387b1bc6b69def38bfc1b2,P***l,**********7918
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,6B,3.0,4097.6900000000005,1.0,Missing Payment Amount,Air India,HYD,BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,03:55:00,235.0,HYD → BOM,2026-04-19,2026-04-19,0.0,4.0,False,Matched,6b971d54c209110c30956bc63618e702194d39c491f79340cc36756fedbb658a,B***i,**********9506
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,28E,2.0,9444.1,0.0,No Issue,IndiGo,BOM,CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,02:08:00,128.0,BOM → CCU,2026-04-19,2026-04-19,2.0,4.0,False,Matched,0e5d2cb7117cad6aa05deaf99d73e6489a83aa853f426b892b603c6bb6ae1967,I***a,**********9676
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,20D,3.0,26625.059999999998,0.0,No Issue,SpiceJet,CCU,DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,03:45:00,225.0,CCU → DEL,2026-04-19,2026-04-19,0.0,4.0,False,Matched,467cb9edc7f56b1e9650e98df33a3ae703f30fac072633f4533b7f01aae005c0,Y***a,**********8537
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,3D,2.0,9514.99,1.0,Missing Payment Amount,IndiGo,HYD,DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,01:30:00,90.0,HYD → DEL,2026-04-19,2026-04-19,2.0,4.0,False,Matched,8b38c8bc31f03a953051381a06cca4cd367789794989c90034b0b36e9aa8c336,M***m,**********9860
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,34B,1.0,13552.0,0.0,No Issue,Vistara,BLR,CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,00:49:00,49.0,BLR → CCU,2026-04-19,2026-04-19,3.0,4.0,False,Matched,c828971554c2ca5652fe7f5489ee3a18957430ba20de3a192a36bdac455e956c,U***i,**********9275
B1583,P1603,SJ072,2026-02-22 11:37:36.952,,33D,0.0,0.0,0.0,No Issue,SpiceJet,DEL,HYD,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,02:50:00,170.0,DEL → HYD,2026-04-19,2026-04-19,1.0,4.0,False,Matched,60c30884aafb820739c8b489a1ba7b80ba746358480dd6550957c45bb7856d0a,I***i,**********0940
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,21C,2.0,26466.88,0.0,Cancelled With Payment,Vistara,MAA,CCU,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,04:39:00,279.0,MAA → CCU,2026-04-18,2026-04-19,23.0,3.0,True,Matched,8808199079ca16ac79a74160263a0cb2f5a2d082454aa4933068afb2fc095922,I***k,**********7633
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,1C,3.0,23517.699999999997,1.0,Missing Payment Amount,IndiGo,BLR,BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,03:57:00,237.0,BLR → BOM,2026-04-18,2026-04-19,23.0,3.0,True,Matched,a594297ee416bbef8c48a7d52605e6b1896e8bb851a0048622ab676ee3663f03,U***i,**********9970
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,25B,0.0,0.0,0.0,No Issue,SpiceJet,DEL,BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,00:57:00,57.0,DEL → BOM,2026-04-19,2026-04-19,2.0,3.0,False,Matched,a691462429b9550d2a14e5b2c6abbda569dffeaab1ecea405e68a034d03e17b8,A***e,**********4180
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,34E,1.0,11740.35,0.0,No Issue,SpiceJet,BOM,DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,01:00:00.296000,60.0,BOM → DEL,2026-04-19,2026-04-19,2.0,3.0,False,Matched,5259c492c7710ba1213be024f1e71e562db86c51bb3e82f1b840c416d093801f,A***e,**********4298
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,10B,1.0,12810.22,0.0,No Issue,SpiceJet,DEL,BOM,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,04:05:00,245.0,DEL → BOM,2026-04-18,2026-04-19,23.0,3.0,True,Matched,2a4803305cd02857bbd9cbc896ea36dd6576ed5dc3dc5ca34bae43487663cf1c,A***e,**********1813
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,3D,3.0,29432.760000000002,0.0,No Issue,Vistara,CCU,BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,01:00:00.297000,60.0,CCU → BOM,2026-04-19,2026-04-19,2.0,3.0,False,Matched,9a68f2fde5c292642af815fae1bf5237515c8efa9eeeca1589252999dcb09944,H***l,**********8641
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,25B,1.0,1015.84,0.0,No Issue,Vistara,CCU,DEL,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,02:13:00,133.0,CCU → DEL,2026-04-19,2026-04-19,1.0,3.0,False,Matched,8665d4d18dca34d8e907b69724e21509aeb32d6b9f5443f6e937a296133ca88f,A***a,**********8124
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,8A,2.0,16833.8,0.0,Cancelled With Payment,Air India,HYD,BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,01:13:00,73.0,HYD → BLR,2026-04-19,2026-04-19,2.0,3.0,False,Matched,c4a96038b4f9e9072673f93977eef98634a3b631eb3ad8f6da7a2126cf6e6363,L***n,**********3665
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,24F,0.0,0.0,0.0,Confirmed Without Payment,Vistara,MAA,DEL,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,01:02:00,62.0,MAA → DEL,2026-04-19,2026-04-19,2.0,3.0,False,Matched,bfb12fa9d66b7690439d44a2ccb431ce616adac8c05658ff3227eb04ec5bf62e,E***r,**********0691
B1593,P1719,6F087,2025-09-24 11:37:36.952,,1A,0.0,0.0,0.0,No Issue,IndiGo,DEL,HYD,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,03:46:00,226.0,DEL → HYD,2026-04-18,2026-04-19,23.0,3.0,True,Matched,b6d47f8c80fa1004c544d744bdc3e1332f155cab682b02c88bcef88bb0b4779d,A***d,**********6311
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,25E,1.0,1448.88,0.0,No Issue,Air India,HYD,DEL,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,03:33:00,213.0,HYD → DEL,2026-04-18,2026-04-19,23.0,3.0,True,Matched,aaea2ce38aa9005fdd29d85101918f87b2faf46637d0553d1aa9a5c6a8722d5a,T***i,**********0775
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,4E,2.0,24869.85,0.0,No Issue,IndiGo,DEL,BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,02:17:00,137.0,DEL → BOM,2026-04-19,2026-04-19,0.0,2.0,False,Matched,171725b3e2f4f8a7b2f40c65ccd0302f4ae4e77948bf25d8698c989cc2888e3f,O***y,**********5375
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,15E,2.0,18020.9,0.0,No Issue,SpiceJet,HYD,CCU,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,03:33:00,213.0,HYD → CCU,2026-04-18,2026-04-19,23.0,2.0,True,Matched,34988969eee46e40feb29de238dc3b58d149a3671bbf308ab731266e412319c3,H***r,**********7815
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,33A,2.0,19192.260000000002,0.0,No Issue,UNKNOWN,HYD,MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,01:22:00,82.0,HYD → MAA,2026-04-19,2026-04-19,1.0,2.0,False,Matched,4a123b9d3137e4956275825f2c230b789b04f7fa1231444ac48cb53c53a884c3,K***i,**********6201
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,11B,2.0,15978.23,0.0,No Issue,Vistara,BOM,MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,03:00:00,180.0,BOM → MAA,2026-04-18,2026-04-19,23.0,2.0,True,Matched,77969c3eddb831d9b5e2ea3f984ced1d8f948afb9cd9ac28029623ba66691c99,E***d,**********4577
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,9E,0.0,0.0,0.0,No Issue,Vistara,BOM,MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,03:00:00,180.0,BOM → MAA,2026-04-18,2026-04-19,23.0,2.0,True,Matched,1229af52a1691e215ecbea86802e9f45e89e5b7ff0f88e234532a081e7913281,C***l,**********6733
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,2C,2.0,24083.25,0.0,No Issue,Vistara,BLR,BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,01:14:00,74.0,BLR → BOM,2026-04-19,2026-04-19,1.0,2.0,False,Matched,8b020d637180a2659678c41c72898733e8f9cb748080b70f0a8cb4938738ae3f,N***a,**********9966
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,28D,0.0,0.0,0.0,No Issue,UNKNOWN,MAA,DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,01:03:00,63.0,MAA → DEL,2026-04-19,2026-04-19,1.0,2.0,False,Matched,401daf4031e0aac358f5c337d8430e1985e508a023734ec5285ae1a5b2c63f65,F***r,**********8100
B1602,P1173,6F042,2025-07-07 11:37:36.952,,2A,1.0,4028.21,0.0,No Issue,IndiGo,HYD,DEL,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,04:06:00,246.0,HYD → DEL,2026-04-18,2026-04-19,22.0,2.0,True,Matched,495450b9989e598c739c2f02a674028cc0678812711f4c1c70112c4877932d15,S***a,**********9344
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,17E,0.0,0.0,0.0,No Issue,SpiceJet,DEL,BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,01:25:00,85.0,DEL → BOM,2026-04-19,2026-04-19,1.0,2.0,False,Matched,9be67efa903416f26cb42d1fc017ccc25989f3bb44149385260380dc32125449,V***e,**********8468
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,3C,0.0,0.0,0.0,No Issue,SpiceJet,DEL,BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,01:25:00,85.0,DEL → BOM,2026-04-19,2026-04-19,1.0,2.0,False,Matched,def234c0b75c5d1ecb108bb9a591eb372afa4b0850c3ad4ab3bf6a4e980b5a18,O***n,**********9471
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,6C,1.0,0.0,1.0,Missing Payment Amount,SpiceJet,BOM,DEL,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,00:39:00,39.0,BOM → DEL,2026-04-19,2026-04-19,1.0,2.0,False,Matched,1bb2de95b853a6df990f2d2c13b0360989174d7afd048bb270d098f3a57fedc1,T***a,**********8238
B1606,P1654,6F015,2025-07-18 11:37:36.952,CONFIRMED,23E,3.0,21087.41,0.0,No Issue,IndiGo,BOM,CCU,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,02:48:00,168.0,BOM → CCU,2026-04-18,2026-04-19,23.0,2.0,True,Matched,35ffd069ac415985455607c754d59f4b89da1c838ec1b51f0d88dee5ebdc0767,I***i,**********0192
B1607,P1827,AI101,2026-02-02 11:37:36.952,,30F,2.0,13086.08,0.0,No Issue,Air India,DEL,BLR,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,03:03:00,183.0,DEL → BLR,2026-04-18,2026-04-19,23.0,2.0,True,Matched,31903349f1c2eba85905c923ffa2e9a8cf6d605d128cc9cc8a41d9eb28a9da10,Q***y,**********3146
